~id,name:String,preferred_id:String,~label
GO:0005840,Ribosome,cellular component_id,CellularComponent
GO:0005791,Rough Endoplasmic Reticulum,cellular component_id,CellularComponent
GO:0030867,Rough Endoplasmic Reticulum Membrane,cellular component_id,CellularComponent
GO:0016012,Sarcoglycan Complex,cellular component_id,CellularComponent
GO:0042383,Sarcolemma,cellular component_id,CellularComponent
GO:0016529,Sarcoplasmic Reticulum,cellular component_id,CellularComponent
GO:0033017,Sarcoplasmic Reticulum Membrane,cellular component_id,CellularComponent
GO:0005767,Secondary Lysosome,cellular component_id,CellularComponent
GO:0034774,Secretory Granule Lumen,cellular component_id,CellularComponent
GO:0030667,Secretory Granule Membrane,cellular component_id,CellularComponent
GO:0099503,Secretory Vesicle,cellular component_id,CellularComponent
GO:0032156,Septin Cytoskeleton,cellular component_id,CellularComponent
GO:0005940,Septin Ring,cellular component_id,CellularComponent
GO:0017059,Serine C-palmitoyltransferase Complex,cellular component_id,CellularComponent
GO:0097180,Serine Protease Inhibitor Complex,cellular component_id,CellularComponent
GO:1905370,Serine-Type Endopeptidase Complex,cellular component_id,CellularComponent
GO:1905286,Serine-Type Peptidase Complex,cellular component_id,CellularComponent
GO:1902554,Serine/Threonine Protein Kinase Complex,cellular component_id,CellularComponent
GO:0000803,Sex Chromosome,cellular component_id,CellularComponent
GO:0070187,Shelterin Complex,cellular component_id,CellularComponent
GO:0005786,"Signal Recognition Particle, Endoplasmic Reticulum Targeting",cellular component_id,CellularComponent
GO:0015935,Small Ribosomal Subunit,cellular component_id,CellularComponent
GO:0032040,Small-Subunit Processome,cellular component_id,CellularComponent
GO:0005790,Smooth Endoplasmic Reticulum,cellular component_id,CellularComponent
GO:0034706,Sodium Channel Complex,cellular component_id,CellularComponent
GO:0005890,Sodium:Potassium-Exchanging ATPase Complex,cellular component_id,CellularComponent
GO:0042581,Specific Granule,cellular component_id,CellularComponent
GO:0035580,Specific Granule Lumen,cellular component_id,CellularComponent
GO:0035579,Specific Granule Membrane,cellular component_id,CellularComponent
GO:0014731,Spectrin-Associated Cytoskeleton,cellular component_id,CellularComponent
GO:0036126,Sperm Flagellum,cellular component_id,CellularComponent
GO:0034366,Spherical High-Density Lipoprotein Particle,cellular component_id,CellularComponent
GO:0005819,Spindle,cellular component_id,CellularComponent
GO:0005876,Spindle Microtubule,cellular component_id,CellularComponent
GO:0097525,Spliceosomal snRNP Complex,cellular component_id,CellularComponent
GO:0097526,Spliceosomal tri-snRNP Complex,cellular component_id,CellularComponent
GO:0099512,Supramolecular Fiber,cellular component_id,CellularComponent
GO:0032280,Symmetric Synapse,cellular component_id,CellularComponent
GO:0097060,Synaptic Membrane,cellular component_id,CellularComponent
GO:0030672,Synaptic Vesicle Membrane,cellular component_id,CellularComponent
GO:0043527,tRNA Methyltransferase Complex,cellular component_id,CellularComponent
GO:0070820,Tertiary Granule,cellular component_id,CellularComponent
GO:1904724,Tertiary Granule Lumen,cellular component_id,CellularComponent
GO:0070821,Tertiary Granule Membrane,cellular component_id,CellularComponent
GO:0070160,Tight Junction,cellular component_id,CellularComponent
GO:0005802,trans-Golgi Network,cellular component_id,CellularComponent
GO:0032588,trans-Golgi Network Membrane,cellular component_id,CellularComponent
GO:0030140,trans-Golgi Network Transport Vesicle,cellular component_id,CellularComponent
GO:0005669,Transcription Factor TFIID Complex,cellular component_id,CellularComponent
GO:0000439,Transcription Factor TFIIH Core Complex,cellular component_id,CellularComponent
GO:0005675,Transcription Factor TFIIH Holo Complex,cellular component_id,CellularComponent
GO:0000127,Transcription Factor TFIIIC Complex,cellular component_id,CellularComponent
GO:0033276,Transcription Factor TFTC Complex,cellular component_id,CellularComponent
GO:0061695,"Transferase Complex, Transferring Phosphorus-Containing Groups",cellular component_id,CellularComponent
GO:0030658,Transport Vesicle Membrane,cellular component_id,CellularComponent
GO:0034385,Triglyceride-Rich Plasma Lipoprotein Particle,cellular component_id,CellularComponent
GO:1990246,Uniplex Complex,cellular component_id,CellularComponent
GO:0005775,Vacuolar Lumen,cellular component_id,CellularComponent
GO:0005774,Vacuolar Membrane,cellular component_id,CellularComponent
GO:0016471,Vacuolar Proton-Transporting V-type ATPase Complex,cellular component_id,CellularComponent
GO:0000220,"Vacuolar Proton-Transporting V-type ATPase, V0 Domain",cellular component_id,CellularComponent
GO:0000221,"Vacuolar Proton-Transporting V-type ATPase, V1 Domain",cellular component_id,CellularComponent
GO:0034361,Very-Low-Density Lipoprotein Particle,cellular component_id,CellularComponent
GO:0031982,Vesicle,cellular component_id,CellularComponent
GO:0030120,Vesicle Coat,cellular component_id,CellularComponent
GO:0012506,Vesicle Membrane,cellular component_id,CellularComponent
GO:0005891,Voltage-Gated Calcium Channel Complex,cellular component_id,CellularComponent
GO:0008076,Voltage-Gated Potassium Channel Complex,cellular component_id,CellularComponent
GO:0001518,Voltage-Gated Sodium Channel Complex,cellular component_id,CellularComponent
GO:0005915,Zonula Adherens,cellular component_id,CellularComponent
GO:0042588,Zymogen Granule,cellular component_id,CellularComponent
GO:0042589,Zymogen Granule Membrane,cellular component_id,CellularComponent
