GO:1990071	"TRAPPII Protein Complex"	"GO:1990071"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:1990072	"TRAPPIII Protein Complex"	"GO:1990072"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005685	"U1 snRNP"	"GO:0005685"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005689	"U12-type Spliceosomal Complex"	"GO:0005689"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005686	"U2 snRNP"	"GO:0005686"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0071006	"U2-type Catalytic Step 1 Spliceosome"	"GO:0071006"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0071007	"U2-type Catalytic Step 2 Spliceosome"	"GO:0071007"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0071005	"U2-type Precatalytic Spliceosome"	"GO:0071005"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0071004	"U2-type Prespliceosome"	"GO:0071004"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005684	"U2-type Spliceosomal Complex"	"GO:0005684"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005687	"U4 snRNP"	"GO:0005687"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0046540	"U4/U6 X U5 tri-snRNP Complex"	"GO:0046540"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005682	"U5 snRNP"	"GO:0005682"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005688	"U6 snRNP"	"GO:0005688"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005683	"U7 snRNP"	"GO:0005683"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0000805	"X Chromosome"	"GO:0000805"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005892	"Acetylcholine-Gated Channel Complex"	"GO:0005892"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0002080	"Acrosomal Membrane"	"GO:0002080"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0001669	"Acrosomal Vesicle"	"GO:0001669"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0015629	"Actin Cytoskeleton"	"GO:0015629"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005884	"Actin Filament"	"GO:0005884"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0098858	"Actin-Based Cell Projection"	"GO:0098858"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0048179	"Activin Receptor Complex"	"GO:0048179"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005912	"Adherens Junction"	"GO:0005912"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0016235	"Aggresome"	"GO:0016235"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0042105	"Alpha-Beta T Cell Receptor Complex"	"GO:0042105"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0097208	"Alveolar Lamellar Body"	"GO:0097208"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0044753	"Amphisome"	"GO:0044753"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:1904930	"Amphisome Membrane"	"GO:1904930"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005680	"Anaphase-Promoting Complex"	"GO:0005680"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0097440	"Apical Dendrite"	"GO:0097440"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0043296	"Apical Junction Complex"	"GO:0043296"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0016327	"Apicolateral Plasma Membrane"	"GO:0016327"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0000235	"Astral Microtubule"	"GO:0000235"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0097449	"Astrocyte Projection"	"GO:0097449"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0032279	"Asymmetric Synapse"	"GO:0032279"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0098985	"Asymmetric, Glutamatergic, Excitatory Synapse"	"GO:0098985"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0044754	"Autolysosome"	"GO:0044754"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005776	"Autophagosome"	"GO:0005776"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0000421	"Autophagosome Membrane"	"GO:0000421"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0030424	"Axon"	"GO:0030424"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0044295	"Axonal Growth Cone"	"GO:0044295"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0042582	"Azurophil Granule"	"GO:0042582"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0035578	"Azurophil Granule Lumen"	"GO:0035578"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0035577	"Azurophil Granule Membrane"	"GO:0035577"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0140092	"bBAF Complex"	"GO:0140092"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005604	"Basement Membrane"	"GO:0005604"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0016323	"Basolateral Plasma Membrane"	"GO:0016323"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:1990907	"beta-catenin-TCF Complex"	"GO:1990907"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005923	"Bicellular Tight Junction"	"GO:0005923"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0098588	"Bounding Membrane Of Organelle"	"GO:0098588"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0031428	"Box C/D RNP Complex"	"GO:0031428"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0035060	"Brahma Complex"	"GO:0035060"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0031526	"Brush Border Membrane"	"GO:0031526"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0034704	"Calcium Channel Complex"	"GO:0034704"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0016342	"Catenin Complex"	"GO:0016342"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0034703	"Cation Channel Complex"	"GO:0034703"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0090533	"Cation-Transporting ATPase Complex"	"GO:0090533"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0005901	"Caveola"	"GO:0005901"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
GO:0031253	"Cell Projection Membrane"	"GO:0031253"	"cellular component_id"	"AnatomicalEntity|BiologicalEntity|CellularComponent|Entity|NamedThing|OrganismalEntity"
